"Immagine,"Nome","Prezzo","Colore","Potenza","AltezzaSella"
"https://images.ctfassets.net/x7j9qwvpvr5s/11dIwaMlFQXwUBAUHkEOya/d391bf181d0e272b2d7d53d2d7a36b02/MY23-Diavel-V4-Rd-Model-Blocks-630x390.png","Ducati Diavel","26.890€","Rosso,Nero,Bianco","169CV","790mm"
"https://images.ctfassets.net/x7j9qwvpvr5s/3tPMu8rTLkS68QPMO0JyH/c31e4315fadab91203b2c0fb5298231a/MY-22-Panigale-V4-Model-Blocks-630x390-v06.png","Ducati Panigale V4 S","31.790€","Rosso,Nero,Giallo",""215CV","850mm"
"https://images.ctfassets.net/x7j9qwvpvr5s/0o8lbnSB9ONKmwOhHpqBk/c14b85b9a5f66504c27b1429291ab319/MTS-V4-S-R-SW-01-Book-testride_630x390-v02.png","Ducati Multistrada V4 S","27.590€","Rosso,Nero,Bianco","170CV","850mm"
